x, y
23.7146, -66.7392
23.1511, -65.8058
23.0652, -65.6607
23.7504, -66.7976
22.4901, -64.6703
22.4066, -64.5237
21.5387, -62.959
21.5337, -62.9499
20.7174, -61.4091
19.9808, -59.9616
19.2016, -58.3714
19.896, -59.7915
18.6397, -57.1868
18.6352, -57.1774
18.4715, -56.8262
18.0921, -56.0022
17.7346, -55.2126
18.1503, -56.1295
17.9348, -55.6564
17.8341, -55.4336
16.5389, -52.4788
16.3882, -52.1241
16.2598, -51.8203
16.3147, -51.9504
15.5366, -50.0772
15.4086, -49.7631
14.6107, -47.7691
14.0132, -46.2343
13.3562, -44.5055
13.9965, -46.191
13.3692, -44.5401
13.407, -44.6405
13.2953, -44.3429
13.126, -43.8895
12.076, -41.0124
11.9858, -40.7603
11.3203, -38.8738
10.9703, -37.8639
10.1487, -35.4449
9.54001, -33.6094
9.07587, -32.1849
8.81825, -31.3849
8.56219, -30.5832
8.31206, -29.7937
7.78934, -28.1237
7.4359, -26.979
6.76061, -24.7571
