95.7717, 20.2476
96.6761, 16.0672
96.8965, 15.0361
97.8778, 10.3858
97.9572, 10.0052
98.6512, -6.65293
97.0693, -14.2242
97.1072, -14.0455
96.2182, -18.1938
96.2514, -18.0402
95.3325, -22.2481
95.5032, -21.4731
95.0472, -23.5375
93.556, -30.1437
93.0668, -32.2627
92.9457, -32.7832
92.2717, -35.6551
92.7221, -33.7412
91.129, -40.4202
91.2768, -39.8113
90.0259, -44.8965
90.8111, -41.7227
89.944, -45.2236
89.556, -46.7662
89.6069, -46.5648
88.9502, -49.1443
87.5267, -54.5873
87.9489, -52.994
87.0994, -56.1817
86.4963, -58.4011
84.9167, -64.0413
85.4877, -62.031
84.2552, -66.3292
84.2968, -66.1864
83.6506, -68.3819
83.2111, -69.8513
83.2641, -69.675
82.5183, -72.1279
82.3362, -72.7183
82.3573, -72.6503
82.6574, -71.6746
82.0919, -73.5055
82.1264, -73.3946
81.0098, -76.9195
80.5433, -78.3553
79.7695, -80.6887
79.5738, -81.2695
78.9049, -83.2254
78.9561, -83.0772
78.0017, -85.7952
77.8034, -86.3485
77.7462, -86.5075
77.73, -86.5525
77.3146, -87.6955
77.6823, -86.6846
77.4025, -87.4552
77.4131, -87.4262
77.0751, -88.3469
76.396, -90.1627
75.478, -92.5435
74.871, -94.0716
74.9355, -93.9111
74.0548, -96.0683
74.4167, -95.1913
74.3746, -95.294
73.1318, -98.246
73.3074, -97.8383
72.6954, -99.2459
72.1975, -100.363
71.6307, -101.606
70.5859, -103.811
70.2472, -104.502
69.803, -105.392
69.9853, -105.029
69.4942, -105.999
69.5413, -105.907
68.6518, -107.606
68.0482, -108.713
67.8429, -109.082
67.4706, -109.739
67.423, -109.822
66.9018, -110.716
66.2311, -111.828
65.7469, -112.602
64.2012, -114.916
64.6164, -114.318
63.7006, -115.615
62.8146, -116.789
61.7335, -118.116
61.552, -118.328
60.3209, -119.674
59.7071, -120.289
59.0781, -120.879
58.2068, -121.632
58.4503, -121.43
57.9855, -121.812
56.6924, -122.761
56.6173, -122.811
56.9132, -122.61
55.815, -123.309
55.7662, -123.338
54.7971, -123.849
54.8834, -123.808
54.4109, -124.027
53.1174, -124.514
53.1415, -124.507
52.58, -124.667
51.8345, -124.832
52.6487, -124.649
52.2273, -124.752
51.1471, -124.934
50.9457, -124.955
51.0227, -124.948
50.0249, -125
49.4708, -124.986
49.1467, -124.964
48.2937, -124.854
47.4451, -124.674
46.4209, -124.359
47.0098, -124.553
45.6497, -124.054
44.7516, -123.623
44.3389, -123.398
44.0446, -123.227
43.3049, -122.759
42.2037, -121.961
42.1308, -121.904
41.7952, -121.634
41.2376, -121.161
40.8912, -120.851
40.2166, -120.214
40.5752, -120.559
38.9999, -118.95
39.3889, -119.37
38.2126, -118.053
37.2926, -116.926
37.0991, -116.678
36.6902, -116.142
36.218, -115.503
34.9685, -113.703
34.9362, -113.654
34.8374, -113.505
34.2229, -112.554
33.5477, -111.466
33.1471, -110.799
32.5834, -109.833
33.2475, -110.968
32.3142, -109.361
31.4053, -107.712
31.2297, -107.384
30.7811, -106.532
30.5211, -106.029
30.1478, -105.294
29.0559, -103.067
29.0209, -102.994
28.2055, -101.25
27.6977, -100.13
26.8706, -98.2516
26.759, -97.9927
26.6555, -97.7517
26.1494, -96.5575
25.5881, -95.2028
24.6932, -92.9782
24.5681, -92.6609
24.4047, -92.2442
23.4694, -89.8063
23.1316, -88.9043
22.1062, -86.0968
21.7843, -85.1936
21.2845, -83.7711
21.2, -83.5281
20.422, -81.257
19.2652, -77.7687
18.7718, -76.24
18.2845, -74.7064
18.1374, -74.2386
17.2602, -71.4053
16.9745, -70.4658
15.8269, -66.6099
15.4234, -65.223
14.4394, -61.7723
13.7156, -59.172
13.3079, -57.6846
13.8291, -59.5835
12.6247, -55.1542
13.2816, -57.5881
12.0548, -53.0081
11.6147, -51.3284
11.5909, -51.237
10.3607, -46.4362
8.99257, -40.9195
9.03193, -41.0809
8.84501, -40.3134
7.94946, -36.5876
7.94946, 36.5876

46.4009, 0.960503
21.0471, 43.5054
56.2579, 86.2529
14.0258, 1.09126
97.023, 45.3507
2.01748, 26.6422
54.7152, -20.0973
73.829, -51.717
10.4678, -5.13124
80.5065, 63.2729
68.7912, 60.6486
95.9123, 44.9923
41.9367, 10.4241
36.4696, 41.2513
56.5821, 8.08053
96.8242, 22.9539
66.2369, 42.3911
62.316, -43.5661
4.18743, 3.91359
66.0656, 10.7633
13.8174, -2.41885
34.4237, 32.2167
28.7955, 9.15332
9.35743, 55.4272
67.4478, 26.6739
73.0751, 1.26585
33.536, 16.7654
94.0367, -44.6038
79.675, -14.5732
0.172414, 29.7504
2.56104, -72.2334
51.6947, 61.9072
69.493, 24.8818
1.55701, 2.05112
13.8153, 64.0686
22.2229, -20.3465
18.1319, 52.2021
52.1642, -30.9544
40.273, 12.0156
26.6924, 13.5249
56.4825, -45.0581
87.3042, 5.58183
9.82082, -45.8536
23.2317, -70.9276
37.9334, 11.4288
94.3205, 48.2796
68.9038, -28.6604
73.6095, 37.1549
65.3986, 49.1635
56.8449, 29.9079
62.1928, -37.0029
84.2854, -13.7184
98.186, -6.76242
56.5426, -51.1013
91.3293, 61.6813
28.6514, 18.6701
89.8827, 20.036
43.894, -21.3093
80.8292, -59.1433
64.8701, 34.7999
27.4006, -22.2666
30.4006, -30.7422
87.4564, -9.79485
54.1613, 21.7635
27.6306, -20.8099
40.7402, -40.3547
56.8934, -11.8797
74.9188, -0.0531479
47.4278, -61.0315
66.2256, -33.8642
32.6887, -8.87957
46.6838, 14.827
22.2573, -49.3818
64.3986, -24.9354
53.7666, 68.8455
30.0913, -44.1225
1.45562, -13.199
13.8054, 31.2131
66.2571, -27.1433
60.2758, 26.8293
24.5415, 13.2328
75.244, 41.0602
0.343624, -20.2043
84.6731, -30.8797
25.638, -40.5763
79.7271, -9.39283
45.3933, -6.81103
28.002, 25.5184
48.093, 14.098
79.4227, -8.16866
71.242, -35.9668
60.1964, 52.559
0.602465, 25.7649
14.926, 47.2827
55.1097, 31.8095
65.6296, 28.7253
22.9401, 77.2706
99.191, -29.4991
80.9229, 0.884712
33.7455, -32.3972
82.4943, -26.2348
20.6814, 30.5821
67.6693, -51.1397
24.2922, -41.7719
39.5444, -26.9944
15.9275, 34.5822
23.5009, 15.6839
63.6813, -72.7292
66.8066, -34.6019
73.0274, -4.29266
31.1215, -51.2965
91.9883, 13.7696
17.8974, -53.5171
82.1631, -15.3863
66.6739, -39.3341
78.4503, -13.9109
33.5551, 22.6448
92.8191, -47.2027
10.8129, 75.3903
32.5899, -12.0319
94.6427, 79.8126
72.3645, -38.8719
11.8185, -22.7948
33.5503, -49.3931
93.7867, 6.88282
59.2557, -20.6787
73.6288, -3.33049
25.5056, 74.2885
26.5785, 40.2368
28.2586, -9.57691
32.8564, -1.58837
47.9911, 4.97148
17.1949, 82.9834
33.7828, 28.9503
72.826, 51.6948
76.4002, -59.8244
80.8732, 18.3078
82.054, 27.7143
66.4664, 5.36925
52.0657, 28.8142
12.2018, 28.2636
62.4657, 70.5457
10.9376, -65.809
21.245, 8.92958
36.3383, 23.8099
32.0018, 53.6212
91.3921, 22.8877
50.0772, 29.4695
80.2521, -5.40527
73.9152, 11.6195
23.8997, 15.4842
60.8377, 23.3003
76.5669, 72.9908
13.0829, -27.9349
57.1407, 13.3339
44.1207, 54.8929
31.4653, 37.9785
96.5024, -34.8192
91.8769, 12.1675
74.0143, 20.1917
48.5058, -0.747848
93.6402, 24.4998
92.2312, -25.4919
96.2091, 22.6477
67.9201, -34.257
84.4587, -1.1021
41.1494, -16.9012
71.866, 3.54912
41.716, 12.1517
4.59142, 12.0588
82.9158, -38.5631
9.86359, 73.6851
34.2606, -83.7996
25.9341, 54.8858
94.8756, -9.42634
35.1879, -0.508553
12.9492, 3.9188
22.9492, -13.9841
88.7099, -29.4199
44.9376, -18.6402
73.6323, 79.5232
25.7707, 14.8239
61.8353, -38.5379
33.7989, 0.462476
33.3997, -38.1616
12.9725, -8.42971
76.2393, 31.3115
47.6228, 52.7937
52.2464, -44.686
